Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Molar Volume at RT,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Cu2O, Rb2O, Ag2O, Cs2O, Tl2O, MnO, FeO, CoO, NiO, CuO, ZnO, SrO, CdO, PbO, SnO, Molar Volume at RT ( cm3/mol )
1355, GJ20-244752, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 9.8, , , , , , , , , , , , , , , , , , 49.02, , , , , 32.85
1356, GJ20-244753, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 9.62, , , , , , , , , , , , , , , , , , 48.07, , , , , 32.52
1357, GJ20-244754, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 9.26, , , , , , , , , , , , , , , , , , 46.29, , , , , 31.93
1358, GJ20-244755, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 8.93, , , , , , , , , , , , , , , , , , 44.65, , , , , 31.35
1359, GJ20-244756, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 8.62, , , , , , , , , , , , , , , , , , 43.11, , , , , 30.93
1360, GJ20-244757, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 8.06, , , , , , , , , , , , , , , , , , 40.33, , , , , 30.23
1361, GJ20-244758, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 7.81, , , , , , , , , , , , , , , , , , 39.07, , , , , 29.95
1362, GJ20-244759, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 7.58, , , , , , , , , , , , , , , , , , 37.88, , , , , 29.71
1363, GJ20-244760, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 7.35, , , , , , , , , , , , , , , , , , 36.77, , , , , 29.67
1364, GJ20-244761, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 7.14, , , , , , , , , , , , , , , , , , 35.72, , , , , 29.58
1365, GJ20-244762, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 6.76, , , , , , , , , , , , , , , , , , 33.78, , , , , 29.29
1366, GJ20-244763, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 6.41, , , , , , , , , , , , , , , , , , 32.05, , , , , 28.65
1367, GJ20-244764, J. Solid State Chemistry, 2005, v. 178  p. 1837, , 6.1, , , , , , , , , , , , , , , , , , 30.49, , , , , 28.28
1368, GJ10-244806, Bull. Materials Science, 2004, v. 027  p. 0199, , 49.0, , , , , , 49.0, , , , , , , , , , , , 2.0, , , , , 31.7
1369, GJ10-244807, Bull. Materials Science, 2004, v. 027  p. 0199, , 42.0, , , , , , 42.0, , , , , , , , , , , , 16.0, , , , , 28.1
1370, GJ10-244808, Bull. Materials Science, 2004, v. 027  p. 0199, , 36.5, , , , , , 36.5, , , , , , , , , , , , 27.0, , , , , 25.8
1371, GJ10-244809, Bull. Materials Science, 2004, v. 027  p. 0199, , 33.0, , , , , , 33.0, , , , , , , , , , , , 34.0, , , , , 24.9
1372, GJ20-244837, Materials Res. Bull., 2004, v. 039  p. 1123, , , 0.91, , , 49.29, , , , , , , , , , , , , , , , , , , 40.78
1373, GJ20-244838, Materials Res. Bull., 2004, v. 039  p. 1123, , , 0.9, , , 44.7, , , , , , , , , , , , , , 5.1, , , , , 40.34
1374, GJ20-244839, Materials Res. Bull., 2004, v. 039  p. 1123, , , 0.9, , , 39.2, , , , , , , , , , , , , , 11.0, , , , , 40.0
1375, GJ20-244840, Materials Res. Bull., 2004, v. 039  p. 1123, , , 1.1, , , 30.29, , , , , , , , , , , , , , 19.76, , , , , 39.42
1376, GJ20-244841, Materials Res. Bull., 2004, v. 039  p. 1123, , , 2.2, , , 20.0, , , , , , , , , , , , , , 29.3, , , , , 39.15
1377, GJ20-244842, Materials Res. Bull., 2004, v. 039  p. 1123, , , 2.56, , , 10.06, , , , , , , , , , , , , , 39.35, , , , , 39.36
1378, GJ20-244843, Materials Res. Bull., 2004, v. 039  p. 1123, , , 0.91, , , , , , , , , , , , , , , , , 49.29, , , , , 40.47
1379, GJ20-244949, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 40.4
1380, GJ20-244950, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 39.3
1381, GJ20-244951, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 38.5
1382, GJ20-244952, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 36.4
1383, GJ20-244953, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 33.5
1384, GJ20-244954, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 31.3
1385, GJ20-244955, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 30.0
1386, GJ20-244956, Ceramics - Silikaty, 1993, v. 037  p. 0153, , , , , , , , , , 36.5, , , , , , , , , , , , , , , 28.0
1387, GJ02-245117, Glass Science and Technology, 1972, v. 045  p. 0352, 69.95, , , , 10.28, , , 19.77, , , , , , , , , , , , , , , , , 20.72
1388, GJ02-245118, Glass Science and Technology, 1972, v. 045  p. 0352, 72.02, , 1.18, 4.47, 8.89, , , 13.28, , , , , , , , , , , , , , , , , 20.8
1389, GJ02-245119, Glass Science and Technology, 1972, v. 045  p. 0352, 71.14, , 0.41, 5.28, 8.64, , , 14.5, , , , , , , , , , , , , , , , , 20.6
1390, GJ02-245120, Glass Science and Technology, 1972, v. 045  p. 0352, 71.83, , 0.76, 5.61, 8.91, , , 12.46, 0.31, , , , , , , , , , , , , , , , 20.7
1391, GJ02-245141, Glass Science and Technology, 1972, v. 045  p. 0352, 75.25, , 3.31, , , 5.16, 1.15, 9.21, 5.4, , , , , , , , 0.002755, 0.03, 0.08, , , , , , 22.69
1392, GJ02-245142, Glass Science and Technology, 1972, v. 045  p. 0352, 76.31, , 3.14, , , 5.47, 1.36, 9.13, 4.56, , , , , , , , , , , , , , , , 22.42
1393, GB04-245144, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 60.0, , , , , , , , , , , , , , , , , , , , , , 40.0, , 23.9
1394, GB04-245145, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 50.0, , , , , , , , , , , , , , , , , , , , , , 50.0, , 23.5
1395, GB04-245146, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 40.0, , , , , , , , , , , , , , , , , , , , , , 60.0, , 23.6
1396, GB04-245147, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 30.0, , , , , , , , , , , , , , , , , , , , , , 70.0, , 23.8
1397, GB04-245149, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 45.0, 15.0, , , , , , , , , , , , , , , , , , , , , 40.0, , 24.6
1398, GB04-245150, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 37.5, 12.5, , , , , , , , , , , , , , , , , , , , , 50.0, , 24.2
1399, GB04-245151, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 30.0, 10.0, , , , , , , , , , , , , , , , , , , , , 60.0, , 24.1
1400, GB04-245152, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 22.5, 7.5, , , , , , , , , , , , , , , , , , , , , 70.0, , 24.3
1401, GB04-245154, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 30.0, 30.0, , , , , , , , , , , , , , , , , , , , , 40.0, , 24.9
1402, GB04-245155, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 25.0, 25.0, , , , , , , , , , , , , , , , , , , , , 50.0, , 24.6
1403, GB04-245156, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 20.0, 20.0, , , , , , , , , , , , , , , , , , , , , 60.0, , 24.6
1404, GB04-245157, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 15.0, 15.0, , , , , , , , , , , , , , , , , , , , , 70.0, , 24.7
1405, GB04-245159, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 15.0, 45.0, , , , , , , , , , , , , , , , , , , , , 40.0, , 25.3
1406, GB04-245160, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 12.5, 37.5, , , , , , , , , , , , , , , , , , , , , 50.0, , 25.0
1407, GB04-245161, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 10.0, 30.0, , , , , , , , , , , , , , , , , , , , , 60.0, , 25.0
1408, GB04-245162, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, 7.5, 22.5, , , , , , , , , , , , , , , , , , , , , 70.0, , 25.2
1409, GB10-245164, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, , 70.0, , , , , , , , , , , , , , , , , , , , , 30.0, , 27.8
1410, GB10-245165, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, , 60.0, , , , , , , , , , , , , , , , , , , , , 40.0, , 26.1
1411, GB10-245166, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, , 50.0, , , , , , , , , , , , , , , , , , , , , 50.0, , 25.5
1412, GB27-245167, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, , 40.0, , , , , , , , , , , , , , , , , , , , , 60.0, , 25.5
1413, GB27-245168, Phys. Prop. of PbO-B2O3-SiO2 Glass Melts, 2000, v. 001  p. 0027, , 30.0, , , , , , , , , , , , , , , , , , , , , 70.0, , 25.6
1414, GJ10-245246, J. Mater. Sci.: Materials in Electronics, 2002, v. 013  p. 0537, , 60.0, 10.0, , , , 30.0, , , , , , , , , , , , , , , , , , 27.008
1415, GJ10-245247, J. Mater. Sci.: Materials in Electronics, 2002, v. 013  p. 0537, , 58.0, 10.0, , , , 30.0, , , , , , , , , , , , , , , , , , 26.924
1416, GJ10-245248, J. Mater. Sci.: Materials in Electronics, 2002, v. 013  p. 0537, , 56.0, 10.0, , , , 30.0, , , , , , , , , , , , , , , , , , 26.751
1417, GJ10-245249, J. Mater. Sci.: Materials in Electronics, 2002, v. 013  p. 0537, , 54.0, 10.0, , , , 30.0, , , , , , , , , , , , , , , , , , 26.538
1418, GJ10-245250, J. Mater. Sci.: Materials in Electronics, 2002, v. 013  p. 0537, , 52.0, 10.0, , , , 30.0, , , , , , , , , , , , , , , , , , 26.421
1419, GJ10-245251, J. Mater. Sci.: Materials in Electronics, 2002, v. 013  p. 0537, , 50.0, 10.0, , , , 30.0, , , , , , , , , , , , , , , , , , 26.211
1420, GJ02-245567, J. Physical Chemistry B, 2001, v. 105  p. 0919, 75.0, , , , , , , 25.0, , , , , , , , , , , , , , , , , 22.26
1421, GJ02-245568, J. Physical Chemistry B, 2001, v. 105  p. 0919, 72.5, , 2.5, , , , , 25.0, , , , , , , , , , , , , , , , , 27.88
1422, GJ02-245569, J. Physical Chemistry B, 2001, v. 105  p. 0919, 70.0, , 5.0, , , , , 25.0, , , , , , , , , , , , , , , , , 27.35
1423, GJ02-245570, J. Physical Chemistry B, 2001, v. 105  p. 0919, 67.5, , 7.5, , , , , 25.0, , , , , , , , , , , , , , , , , 27.1
1424, GJ02-245571, J. Physical Chemistry B, 2001, v. 105  p. 0919, 65.0, , 10.0, , , , , 25.0, , , , , , , , , , , , , , , , , 28.39
1425, GJ28-245608, Bull. Materials Science, 2006, v. 029  p. 0375, , , , , , , , , , , , , , , , , , , , 40.0, , , , , 12.33
1426, GJ28-245609, Bull. Materials Science, 2006, v. 029  p. 0375, , , , , , , , , , , , , , , , , , , , 39.9, , , , , 22.33
1427, GJ28-245610, Bull. Materials Science, 2006, v. 029  p. 0375, , , , , , , , , , , , , , , , , , , , 39.8, , , , , 17.52
1428, GJ28-245611, Bull. Materials Science, 2006, v. 029  p. 0375, , , , , , , , , , , , , , , , , , , , 39.7, , , , , 11.52
1429, GJ28-245612, Bull. Materials Science, 2006, v. 029  p. 0375, , , , , , , , , , , , , , , , , , , , 39.6, , , , , 9.47
1430, GJ28-245613, Bull. Materials Science, 2006, v. 029  p. 0375, , , , , , , , , , , , , , , , , , , , 39.5, , , , , 17.8
1431, GJ20-245989, Solid State Ionics, 2005, v. 176  p. 000723, , , , , , , , , , , , , , , , , , , , , , , , , 159.31
1432, GJ20-245990, Solid State Ionics, 2005, v. 176  p. 000723, , , , , , , , , , , , , , , , , , , , , , , , , 183.47
1433, GJ20-245991, Solid State Ionics, 2005, v. 176  p. 000723, , , , , , , , , , , , , , , , , , , , , , , , , 188.82
1434, GJ20-245992, Solid State Ionics, 2005, v. 176  p. 000723, , , , , , , , , , , , , , , , , , , , , , , , , 222.33
1435, GJ10-250661, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 100.0, , , , , , , , , , , , , , , , , , , , , , , 19.0
1436, GJ10-250662, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 80.36, , , , , , , , , , , , , , , , , , , , , , 19.64, 19.0
1437, GJ10-250663, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 69.49, , , , , , , , , , , , , , , , , , , , , , 30.51, 19.5
1438, GJ10-250664, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 60.32, , , , , , , , , , , , , , , , , , , , , , 39.68, 19.0
1439, GJ10-250665, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 50.75, , , , , , , , , , , , , , , , , , , , , , 49.25, 18.7
1440, GJ10-250666, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 38.36, , , , , , , , , , , , , , , , , , , , , , 61.64, 20.3
1441, GJ10-250667, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0059, , 26.25, , , , , , , , , , , , , , , , , , , , , , 73.75, 20.9
1442, GJ10-250735, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 100.0, , , , , , , , , , , , , , , , , , , , , , , 37.86
1443, GJ10-250736, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 97.83, , , , , 2.17, , , , , , , , , , , , , , , , , , 36.72
1444, GJ10-250737, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 95.59, , , , , 4.41, , , , , , , , , , , , , , , , , , 35.78
1445, GJ10-250738, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 93.36, , , , , 6.64, , , , , , , , , , , , , , , , , , 34.92
1446, GJ10-250739, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 90.98, , , , , 9.02, , , , , , , , , , , , , , , , , , 33.93
1447, GJ10-250740, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 88.48, , , , , 11.52, , , , , , , , , , , , , , , , , , 32.96
1448, GJ10-250741, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 85.83, , , , , 14.17, , , , , , , , , , , , , , , , , , 32.04
1449, GJ10-250742, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 83.3, , , , , 16.7, , , , , , , , , , , , , , , , , , 31.25
1450, GJ10-250743, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 80.57, , , , , 19.43, , , , , , , , , , , , , , , , , , 30.48
1451, GJ10-250744, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 77.75, , , , , 22.25, , , , , , , , , , , , , , , , , , 29.74
1452, GJ10-250745, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 74.77, , , , , 25.23, , , , , , , , , , , , , , , , , , 28.98
1453, GJ10-250746, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 71.56, , , , , 28.44, , , , , , , , , , , , , , , , , , 28.26
1454, GJ10-250747, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 68.16, , , , , 31.84, , , , , , , , , , , , , , , , , , 27.56
1455, GJ10-250748, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 64.5, , , , , 35.5, , , , , , , , , , , , , , , , , , 26.88
1456, GJ10-250749, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 60.88, , , , , 39.12, , , , , , , , , , , , , , , , , , 26.26
1457, GJ10-250750, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 97.99, , , , , , 2.01, , , , , , , , , , , , , , , , , 36.8
1458, GJ10-250751, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 95.71, , , , , , 4.29, , , , , , , , , , , , , , , , , 35.85
1459, GJ10-250752, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 93.4, , , , , , 6.6, , , , , , , , , , , , , , , , , 35.06
1460, GJ10-250753, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 91.09, , , , , , 8.91, , , , , , , , , , , , , , , , , 34.26
1461, GJ10-250754, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 88.63, , , , , , 11.37, , , , , , , , , , , , , , , , , 33.63
1462, GJ10-250755, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 86.08, , , , , , 13.92, , , , , , , , , , , , , , , , , 33.07
1463, GJ10-250756, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 83.34, , , , , , 16.66, , , , , , , , , , , , , , , , , 32.54
1464, GJ10-250757, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 80.64, , , , , , 19.36, , , , , , , , , , , , , , , , , 32.09
1465, GJ10-250758, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 77.78, , , , , , 22.22, , , , , , , , , , , , , , , , , 31.6
1466, GJ10-250759, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 74.75, , , , , , 25.25, , , , , , , , , , , , , , , , , 31.14
1467, GJ10-250760, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 71.68, , , , , , 28.32, , , , , , , , , , , , , , , , , 30.63
1468, GJ10-250761, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 68.49, , , , , , 31.51, , , , , , , , , , , , , , , , , 30.12
1469, GJ10-250762, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 64.88, , , , , , 35.12, , , , , , , , , , , , , , , , , 29.6
1470, GJ10-250763, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 61.21, , , , , , 38.79, , , , , , , , , , , , , , , , , 29.14
1471, GJ10-250764, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 57.33, , , , , , 42.67, , , , , , , , , , , , , , , , , 28.78
1472, GJ10-250765, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 53.03, , , , , , 46.97, , , , , , , , , , , , , , , , , 28.42
1473, GJ10-250766, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 48.51, , , , , , 51.49, , , , , , , , , , , , , , , , , 28.16
1474, GJ10-250767, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 43.9, , , , , , 56.1, , , , , , , , , , , , , , , , , 28.03
1475, GJ10-250768, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 98.04, , , , , , , 1.96, , , , , , , , , , , , , , , , 37.01
1476, GJ10-250769, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 95.78, , , , , , , 4.22, , , , , , , , , , , , , , , , 36.25
1477, GJ10-250770, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 93.46, , , , , , , 6.54, , , , , , , , , , , , , , , , 35.71
1478, GJ10-250771, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 91.03, , , , , , , 8.97, , , , , , , , , , , , , , , , 35.33
1479, GJ10-250772, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 88.69, , , , , , , 11.31, , , , , , , , , , , , , , , , 35.18
1480, GJ10-250773, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 86.01, , , , , , , 13.99, , , , , , , , , , , , , , , , 35.06
1481, GJ10-250774, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 83.52, , , , , , , 16.48, , , , , , , , , , , , , , , , 35.01
1482, GJ10-250775, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 80.82, , , , , , , 19.18, , , , , , , , , , , , , , , , 34.98
1483, GJ10-250776, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 78.35, , , , , , , 21.65, , , , , , , , , , , , , , , , 34.94
1484, GJ10-250777, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 75.25, , , , , , , 24.75, , , , , , , , , , , , , , , , 34.84
1485, GJ10-250778, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 71.7, , , , , , , 28.3, , , , , , , , , , , , , , , , 34.61
1486, GJ10-250779, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 68.58, , , , , , , 31.42, , , , , , , , , , , , , , , , 34.36
1487, GJ10-250780, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 64.88, , , , , , , 35.12, , , , , , , , , , , , , , , , 34.1
1488, GJ10-250781, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 61.11, , , , , , , 38.89, , , , , , , , , , , , , , , , 33.9
1489, GJ10-250782, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 56.92, , , , , , , 43.08, , , , , , , , , , , , , , , , 33.75
1490, GJ10-250783, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 52.75, , , , , , , 47.25, , , , , , , , , , , , , , , , 33.74
1491, GJ10-250784, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 48.44, , , , , , , 51.56, , , , , , , , , , , , , , , , 33.82
1492, GJ10-250785, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 99.03, , , , , , , , , 0.97, , , , , , , , , , , , , , 37.35
1493, GJ10-250786, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 98.01, , , , , , , , , 1.99, , , , , , , , , , , , , , 37.07
1494, GJ10-250787, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 97.45, , , , , , , , , 2.55, , , , , , , , , , , , , , 36.99
1495, GJ10-250788, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 96.81, , , , , , , , , 3.19, , , , , , , , , , , , , , 36.84
1496, GJ10-250789, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 95.78, , , , , , , , , 4.22, , , , , , , , , , , , , , 36.65
1497, GJ10-250790, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 94.7, , , , , , , , , 5.3, , , , , , , , , , , , , , 36.47
1498, GJ10-250791, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 91.89, , , , , , , , , 8.11, , , , , , , , , , , , , , 36.09
1499, GJ10-250792, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 88.95, , , , , , , , , 11.05, , , , , , , , , , , , , , 35.91
1500, GJ10-250793, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 85.71, , , , , , , , , 14.29, , , , , , , , , , , , , , 36.2
1501, GJ10-250794, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 82.37, , , , , , , , , 17.63, , , , , , , , , , , , , , 36.55
1502, GJ10-250795, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 78.79, , , , , , , , , 21.21, , , , , , , , , , , , , , 36.84
1503, GJ10-250796, Physics and Chemistry of  Glasses, 2003, v. 044  p. 0117, , 75.05, , , , , , , , , 24.95, , , , , , , , , , , , , , 37.16
